,yorum,positivity
587,urunu 2 kez aliyorum gercekten fiyatina gore iyi fiyata bass in olmasi guzel yorumlar radyosu calismiyor demesine sakin aldanmayin radyoyu aktif edemedikleri sacma sapan yorumlar yapiyolar alacaklara soyleyim radyo moduna aldiktan sadece 1 kereligine mahsus orta tusa 3 sn basili tutun radyo aktif hale gelecek tir plastigi biraz dandik iyi bisey beklemeyin dikkatli kullanim sonucu bisey olmaz sarzina gelirsek gunde 3 saat kullaniyorum 3 gun gidiyo sarzi deneyimlerimle soyluyorum alacaklara tavsiyem dusunmeden alsinlarr saygilar ,1
588,f p urunu tavsiye ederim begendim ,1
589,urun elime ulasmadi tamamlandi olarak guncelleme yapiyorsunuz istir anlamadim ,1
590,urun ozenli temiz sekilde geldi herhangi sikinti yasamadim disariya ses vermesi sikayeti vardi herkeste ama bence gayet iyi ses kalitesini begendim ,1
591,harika tavsiye ederim,1
592,beklentimin ustunde oldu tavsiye olunur,1
593,urunu begendim anlatildigi sesi guzel,1
594,urun super desem o sesi vr bassi mukemmel 600tllik kulakligim vardi ayni sesi veriyo ,1
595,urun fiyatina gore guzel ancak iphone uygulamasi olan tubidy muzik dinlemiyor,1
596,kesinlikle almayin kulaklik geldiginde kulakligin yumusak yuvarlak cikik gelmisti surekli olarak dusuyor paraniza yazik,1
597,gozunuzu kapatin alin fiyata bas gormedim ,1
598,nononononononono,1
599,kullanimi rahat sesi iyi olsun,1
600,farkli urun geldi koyuydu ayrica icinden fatura fis cikmadi almayin,1
601,urunu bilmiyorum ama kargo firmasiyla kesinlikle almayin baska yerden 2-3tl verip kargo bedeli odeyin derim 24 kasimda firma kargolamis fakat surat kargo kargoyu 2 mahalle arasinda 4 gundur gezdiriyor benimle iletisime gecilmedi hicbir sekilde bugun ayin 30u hala paket elime gecmedi urun geldiginf ozenle paketlenmis iyi olursa olsun paketi acmadan iade edecegimi bildirmek isterim ,1
602,urunun garanti belgesi faturasi turkce kullanma kilavuzu yoktu magazaya konuyla ilgili soru sormama ragmen cevap veren ilgilenen olmadi maalesef fiyata iyi ses guzel muzik guzel olsun,1
603,gercekten mukemmel urun fiyata urun hos guzel firma tesekkur ederim ,1
604,parasina gore guzel uygun fiyat,1
605,ses kalitesi iyi ama disariya ses veriyor oda malzemeden sanirim gercekten kalitesiz takarken kirildi,1
606,urun guzel ses kaliteside iyi bence tavsiye ederim,1
607,urunden iki tane siparis verdim tanesinin kulaklik kismi yerinden cikti yapistirmak zorunda kaldim urun calisiyor bt dan baglandigimda oyun oynarken ses gecikmeli geliyor ses kendiliginden azaliyor muzik dinlerken sikinti yok ses kalitesi fiyat performans olarak degerlendirirsek gayet basarili eger silah catisacaginiz oyun oynayacak iseniz tavsiye etmem dedigim ses 1saniye geriden geliyor kablosu kullanildiginda sikinti tabiki olmuyor baslik ayarlama kisimlarinda sikinti yoktu arada fatura gelmedi,1
608,magaza ilgili sorun yok ama kargo sirketi kesinlikle surat kargo olmamali urun kargolandiktan 5 gun geldi,1
609,urun guzel ama 1 hafta dayanio cop,1
610,yorumlarda yazanin aksine radyoyu rahat ayarladim urun bekledigim ses kalitesi gayet yeterli ,1
611,urun guzel kullanisli radyosu verimli degil ancak bluetooth telefona baglayip telefon gorusmelerini sorunsuz yapabiliyorsunuz telefondaki muzikleri videolarin seslerini dinliyorsunuz tek sorun gold renk siparis verdim bilgi verilmeden beyaz renk gonderilmesi ,1
612,fiyatina gore iyi urun,1
613,bence iyi sadece keske siyah isteseydim siyahlar genelde bozuk olur istemedim ğ ama fiyata urun bence cook iyi tam kafama gore kafasi buyuk olanlar olmaya bilir buyutulemiyor altin-beyaz renginde olani siparis ettim ucreti digerlerinden fazlaydi gonderirken ucuza sattigi kirmizi rengi sormadan gonderdi ,1
614,urun guzel ama diari ses veriyor,1
615,urun kirilgan icerisinde gelen dokuman yetersiz ozenli olabilir el yordamiyla deneme yanilma yontemiyle radyo ozellikleri bulduk ,1
616,harika kullaklik kulakliklara fazla para vermeye gerek yok,1
617,kulaklik 3-4 aylik kullanim sonucu uzatma yapilan yerlerinden kirilmaya yatkin sag kisim dagildi ses kalitesi konusunda yapacak kotu yorumum yok ancak urun dagildiktan ses kalitesinin pek onemi kalmiyor,1
618,urunun sarji 2 saat olmadan bitiyor yarim saatte oluyorsa doluyor fm radyo cekmiyor aux kablosu kotu kisa begendim rahatlikla alabilirsiniz harika urun geldi tesekkurler kaliteli urun degil fiyata urun iyi urunu begendik sikinti yok,1
619,guzel urun tesekkurler,1
620,sesi randimanli degil eminonu pazarinda satilan 15 liralik kulaklik tarzinda urun anlatildigi baglantida sorun yok paketlemede ozenli ancak urunun kendisi kalitesiz yorumlara gore almistim fakat bekledigim ses kalitesi degil,1
621,kargo hizliydi urun guzel kullanmanizi tavsiye ederim parasinin hakkini veren urun ses kalitesi guzel telefondan ses ayarlariyla guzel oluyor muzik dinlemek isteyenler harika disaridan ses almiyor,1
622,disariya ses veriyor radyoyla isim olmadigi yorumum yok mikrofonu iyi olmasa ses kalitesi baya iyi isimi gordu pisman degilim ,1
623,urun iyi sesi guclu ama disariya veriyor kulakligin bi anlami kalmiyor tek guzel yonu sesi onuda disari veriyor basarili kaliteli beklemeyin ,1
624,urun harika urunden ziyade saticinin iletisimi alakasi superdi kargo yuzunden yasadigim sorunlar oldu ama satici durumla birebir ilgilendi urun degisiminide yaptigi tesekkur ederim ama radyo ayarlarini yapamadim yardimci olursaniz sevinirim,1
625,piyasada 25 liraya satilan farkli kulaklik gonderdiler alisveris yapmadan 2 kere degil 5 kere dusunun ,1
626,kablolu kulaklik olarak kullanmak fena degil sesi ama kablosuz kulaklik olarak dusunmeyin derim telefondan uzaklasmazsaniz 3-4 parca gidiyor maksimum sarj spor almayi dusunen bulasmasin kesinlikle ,1
627,super kaliteli hizli bt baglanti sarj iyi gidiyo,1
628,begendim uygun fiyat tuzel urun,1
629,urun ufak fatura gondermiyor sikayet edesim urunun tek eksi yonu disariya ses vermesi,1
630,radyo cizirtili eslestirme sonrasi baska cihazla eslesmiyor ses fena degil bt mesafesi idare eder ,1
631,urun parasinin hakkini gercekten veriyor fiyata alinabilecek guzel urun almak isteyenlere tavsiye ediyorum ,1
632,urun beklentilerimi karsiladi fiyatina gore guzel urun,1
633,fiyat performans urunu muthis manyak,1
634,bass guzel sarkilarin sesi iyi geliyor fakat disa ses veriyor ,1
635,ewfsvfefsvasvsvsawv,1
636,urun sahane gercekten kullanisli sik sade guzel sd kart girisi katmis urune ,1
637,kulaklik sesi oldugu disari veriyor haporlor ses oldugu disarda disinda magaza iyiydi hemen kargoladilar 1 gunde elime ulasti,1
638,urun efsaane almayan pisman olur bi radyosunu calistiramamdim sesi efsane kotu yorumlara kulak asmayin,1
639,fiyatina gore gayet basarili urun ses kalitesi baslar dahil olmak yeterli iki olumsuz durum mikrofonun ses iletimi zayif normal radyonun 5-6 kanal yakaladigi yerde istasyon bulamadik kablosu takilinca ozellikleri iptal oluyor duz kulaklik haline geliyor pil dayanikliligini deneyemedim kullanim kilavuzu olarak kucuk kagit gondermisler yeterli degil ingilizce yazilmis ,1
640,hesapli kaliteli urun begendim hizli kargo guzel paketleme cihazin baslari iyi fiyatina gore super urun tavsiye ederim,1
641,eksik parca vardi kucuk kablo yazdim derhal kargoluyoruz dediler tesekkurler ,1
642,urunu begendim paraya deger ,1
643,kismen begendim,1
644,cihaz guzel ancak siyah istemistim mavi gri gonderildi,1
645,sorun yasamadim hizmet guzel tesekkurler,1
646,kulaklik degilmis hoporlar davraniyor insanlar duyacaksa aliyim urunu begendim paketlemesini iyi yapmislar ses kalitesi gayet iyi telefonundan yanindan bile uzaklassan sesde hicbir sorun cikmiyor rengi kalitesi herseyi iyi,1
647,eger metal muzik dinlemek istiyorsaniz baska kulakliklara bakmanizi tavsiye ederim ama ote yandan kulagi iyi kavriyor kafanizda garip durmuyor kulagi agritmiyor iyi f p urunu ,1
648,kulakligin sesi fazla yuksek degil ama ses kaliteli fiyata alinir parasinin hakkini veriyor ,1
649,hersey iyi kablosu 1 metre bilisayarin arkasina uzanmiyor aux kablosu bakiyoruz simdide,1
650,bluetooh ozelligi iyi secim olur memnun kalirsiniz,1
651,urunu begendim ama kulak kaplosu kirmizi geldi ama kulaklik girisi beyaz gitmiyor o yuzden puan kirdim,1
652,urun iyi calisiyor,1
653,kolay kolay yorum yapmam ama urun tek kurusuna hakediyor parasinin ustunde ,1
654,urun gayet guzel,1
655,urunu surat kargo kendileri getirmediler kastamonu subeden gidip aldim aldigimda ustunde darbe izi vardi kulakligi actim kulaklik kullanilmisti ustunde cizikler vardi kulakligin pamugun yirtilmisti bluetooth u guzeldi kulakligi taktigin zaman muzigin sesi disariya yansiyordu 60 tl verdim rezillik koydugum fotograf buyuk yerde cizik keske birden fazla fotograf cekilebilseydi,1
656,ses iyi fakat paraya plastik ğ kargo hirpalanmisti,1
657,10 dklik denemem oldu gayet basariliydi bassi gayet iyi muzik dinleyenleri memnun edecek urunlerden ses kalitesi bluetooth mesafesi guzel kullanimi kolay tek handikabi biraz narin cit kirilacakmis duruyor ,1
658,urun tam istedgim parasinin hakkini veriyor tek kulak arkasi bolumu oynar baslik korkuyorum ama gayet iyi,1
659,kaliteli muthiis ayrica basligi ayarlayabiliyorsunuz uzaya biliyor kulaklik,1
660,beklentimi karsiladi sorun yok bass iyi veriyor,1
661,tavsiye ederim ,1
662,hayir kullanilmis cizikler urunun bluetooth ozelligi iyi calisiyor ses baskin net geliyor fiyata alinabilir urun,1
663,rengi haric gayet iyi,1
664,urunun sesi iyi yuksek bas guzel sd karttan calmasi hosuma gitti fm radyo dinliyeceklere onermem fm radyo fazla cekmiyor bluettothu guzel mikrofonu iyi telefon konusulabiliyor aradiginda numarasini ingilizce olarak okuyor orn five zero five ama gercekten guzel kulaklik ,1
665,kesinlikle begendim satici ilgili hizli kargo sayesinde ertesi gun sahip oldum ,1
666,urun elime gecti kargo paketi baya ozenli idi sorunsuz sekilde aldim ilk kullanimim sesi normal tatmin edici seviyede ama dis aksami pek iyi degil fiyata anca olur f p urunu gercekten gonul rahatligi alabilirsiniz ,1
667,urun hemen bozuldu kirildi ayrica garanti kapsamina sokmuyoruz yanit aldim sormayana yanit alamadim ilgisiz satici basarisiz urun teknik destek yok alisveris yapmam ,1
668,hersey guzeldi tsk harika urun tavsiye ederim,1
669,kargo hizli iki gunde geldi kulaklikta iyi ,1
670,hizli kargo guzel urun ama radyo zayif,1
671,kulaklik guzel n11 in musteriye verdigi deger guzel,1
672,bluetooth mavidis baglanti ozelligi bulunan bilgisayar alisun cihazlarla kullanabileceginiz urun linux isletim sisteminde baglanti biraz problemli olabiliyor muhtemelen linux ta bluetooth baglantisi kullanilan yazilimla alakali durum windows ta durum yok ses genel olarak net ama kablolu kulakliktan alinan ses degil sebeple 4 yildiz ,1
673,kaliteli urun ilgili magaza,1
674,urun kaliteli degil,1
675,fiyatina gore gayet basarili,1
676,urun anlatildigi malzemesi kaliteli sesi iyi radyo cekmedi zayif tavsiye ederim hediye aldim sevindi ,1
677,kargo 5 gun surdu ses yokken bi cizirti geliyor ayrica fiyata gore normal ama kalitesiz ,1
678,10 numara 5 yildiz,1
679,fiyatina gore gayet kaliteli sesi guzel tatmin edici seviyede dis kalitesi guzel pisman olmazsiniz,1
680,ogluma aldim o begendi magaza iletisimi kargoya tam puan verdim,1
681,radyo frekans lari zor bulunuyor ses kalitesi fena degil ,1
682,urunu aldim 20 gun ufak sikintisi oldu ama satici ilgili oldugundan sorunumun cozumu caba sarfetti dogru urun dogru satici ,1
683,bluetooth mesafe bence gayet iyi ses seviyesi gayet yuksek radyo ekleyemedim hafiza kartinida deneyemedim sarj kablosu kisa adaptor yaninda yok almanizi oneririm ,1
684,hicbir sikinti olmadan 1gunde elime ulasti guzel urun tesekkurler,1
685,ururunu begendim fiyatina gore iyi radyo dinler iken sarj kablosunu takili tutun,1
686,biraz vasat kablolari bile goruluyor urun amazonda 16 dolar uygun fiyati performas olarak rahatlikla soyleyebilirim 120 liralik kulaklik kalitesinde almadan cekinceliydim fakat gercekten hos kaliteli sesi 1200 liralik ses beklemeyin fakat iphone kulakligindaki kaliteye benzer ses kalitesi ,1
687,sahane ozellikleri calisiyo ses kalitesi gayet guzel tavsiye ederimm,1
688,surat kargo aceleniz ,1
689,super bence 3 siparisim olacak ,1
690,kargo muazzam iyiydi,1
691,urun super fiyata ses bekledigimin ustunde gayet iyi urun kutusu ezik faturam cikmadi garanti islemleri olcak ,1
692,oglum kulakliga bayildik ,1
693,cocuklar gayet guzel,1
694,kargo paketi olsun urun hakkindaki sorularim olsun ozenliydi ayri ayri tesekkur ederim urun istediklerimin kulaklikta mevcut kullanisli butcede kulaklik almak isteyenler kacirmasinlar bol kazancli satislar dilerim ,1
695,begendim tek sikinti ses,1
696,yorumlarina fiyatina bakarak etkilendim aldim yolda yururken cebimdeki telefonu cekmiyor ses kesik kesik geliyor onemli ozelligi yolda yururken kablo olmamasiydi kablolular kiriliyo ama buda sesi kesik veriyor 0 yildiz vermem bile yeterli aux kablosu farkli renk hemde bi yaramiyor camur cizilti disinda telefon elimdeyken yakinken vs problem yok radyoda normal calisiyor sd kart denemedim ,1
697,ayni urunu teknoloji magazalarinda pahaliya sormustum urun geldi gayet guzel kullanisli kesinlikle tavsiye ederim yorumlara aldiris etmeden direk aldim ses kalitesi olsun bass i olsun gayet memnun kaldim siparisi vereli 1 gun bile olmadan elime ulasti urunu kesinlikle tavsiye ediyorum tek eksi urunun plastigi kalite bakimindan biraz dusuk kaliyor fakat sonuc itibariyle bi kulakliga 1200 lira vermiyoruz ,1
698,urunun fiyati olmamali fazlasini hakediyor basarili ,1
699,urun anlatildigi gayet guzel anlatildigi urun kucuk kafanda komik duruyor ,1
700,urun 3 is gununde geldi kargolamada sikinti yok urunun kablolarinda biraz temassizlik ama kullanabiliyorsunuz sikinti olmuyor kulakligin malzemesi sesi vs fiyatina gore gayet iyi 3-4 ay fazla goturebilecegini dusunuyorum memnun kaldim uzun sure dayanirsa bozuldugunda aynisindan bile alabilirim ,1
701,urun harika ses bas v s fiyatina gore iyi bluetooth ta hemen baglaniyo eksileri plastik malzemesi aman aman degil ama piyasadakilere gore guzel 100 tavsiye ederim fiyata nolsun iyi arayan gitsin 1500 lira versin sennheiser alsin guzel tavsiye ederim,1
702,harikadir iyidir 5 yildiz ğ,1
703,urun iyi tavsiye ederiz ,1
704,2 adet cocuklarima aldim bekledigimden iyi cikti tavsiye edilir,1
705,urunden 2 adet yegenlerim aldim acikcasi kaliteyi beklemiyordum beklentimin uzerinde urun oldu almayi dusunenlere tavsiye ederim,1
706,urun hos kirmizi rengini aldim f p canavari resmen fiyatlara kablolu kulaklik alabilirken urun harikağ,1
707,uygun fiyatli basarili urun ,1
708,urunum 24 saat elime teslim edildi aksaklik olmadi tesekkur ederim,1
709,kargoda zarar gormeyecek sekilde paketlenmis tebrikler,1
710,goruntu iyi ama rezalet hoparlor super urun f p urunu,1
711,urunum hizli sekilde anlatildigi geldi tesekkurler ,1
712,urun fiyatina gore sundugu performans iyi dusunulmedrn alinabilir urun fiyata satilan x markalara gore iyi seste herhangi sorun yok bluetooth baglantisi sorunsuz fm baglantisi gayet iyi kargo zamaninda elime ulasti paket ozenli hazirlanmisti aux kablosunu ozellikle siyah istemistim magaza temin edip siyah yollamis tesekkur ederim ama malesef kabloda sorun yasadim temassizlik oldu neyseki yaninda kirmizi aux kablosunuda yollamislar onda sorun yok isin kisasi magaza iyi urun iyi paketleme iyi korgo iyi iletisim iyi dusunmeden alabilirsiniz tavsiye ederim magazayada ayrica cok tesekkur ederim ,1
713,urun guzel renk olarak gold aldik gorseldekinin aynisi geldi tesekkur ederiz,1
714,magaza iletisim konusunda gayet iyiydi urun kisa surede elime ulasti,1
715,keske sarj kablosunu biraz uzun yollasaydilar 15 cm anca aux kablosuda dandik ama fiyata gore iyidir ama fazlasini etmez,1
716,magza numar ama kargosunda is yok bence kargoyu degistirsinler urunde guzel ses kalitesi baya iyi kablo canavari olarak fiyat kalite bakiminda iyi kablosuz cihaz tavsiye ederim ,1
717,ses kalitesi fiyata gore oldukca iyi muhtesem performans beklemeden alin mavi rengini aldim renklerinden almayi dusunuyorum bluetooth u telefonum aninda entegre edebildim belirtmek isterim urunu ayni zamanda kablosu kullanabiliyorsunuz disarida eger sarji biterse hemen kablosunu takarak dinlemeye devam edebilirsiniz magaza sahibine tesekkur ediyorum ,1
718,urun guzel sekli vs ama radyosu calismiyor,1
719,urun fiyatina gore gayet basarili kullanisli tavsiye ederim telefon sarjda iken 10m iletisim saglayabiliyorum gozluk kullandigim kulagimi acitiyor konusma sesi gayet iyi sadece ses acma kapamayi beceremedim telefon geldiginde arayan numarayi soyluyor yeniden ayni urunden alacagim gayet kullanisli tavsiye eserim ,1
720,arkadaslar bos bogazlara inanmayin yok urun kotu yok resimdekiyle ayni degil yalan bunlarin o insan begenmis iyi demis 2 tane begenmis gerizekali yok kullanim kilavuzu yetersizmiste yok resimdeki ayni degilmiste arkadaslar insanlari ciddiye almayin bunlar bi b*k sanan insanlar hep kafasinda insanlar arkadaslarim aldik gayet iyi abartmiyorum iyi eksigi gedigi yok magaza numara ilgili saygili insanlar gozunu kirpmadan alabilirsiniz tesekkur ederim tekniks ,1
721,kesinlikle begenmedim resimdeki anlatilan alakasi yok,1
722,ses kalitesi guzel blututu iyi baglanma sorunu yok sadece radyi kanal cekmedi ,1
723,urun guzel kullanisli baglanmada sorun yasamadim ses kalitesi parasina gore mukemmel alali 2 gun oldu ama insallah ayni izlenim olurum,1
724,ses kalitesi gayet iyi fiyatina gore urun bence bayag iyi performansini begendim bluetooth kolay eslesiyor ,1
725,tam fiyat -performans urunu fiyata fazlasi memnun edecektir ilk izlenimler guzel uzun vadede olur bilemem,1
726,gonul rahatligiyla alinabilir fiyata kablolu bile pek yok,1
727,tek kelimeyle mukemmel,1
728,49 tl ye aldim durusu fena degil ses kalitesi guzel guzel urun gercekten,1
729,hayir kullanim klavuzu yetersiz ,1
730,urunum elime ulasti gerek ses kalitesi gerek donanimlariyla gercekten mukemmel cihaz bluetooth a hizli baglaniyor sifir sikintili urun tek sikintisi kargo sirketi yavas kargo sirketinin acilen degismesi lazim iyi gunler ,1
731,urun fiyatina gore iyi gonul rahatligiyla alabilirsiniz fakat alirken lutfen surat kargo urunu almayin,1
732,urun tam f p urunu aldigi parayi hak eden urun,1
733,fiyatina gore gayet basarili urun,1
734,sesi iyi tavsiye ederim,1
